Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,16777216,0.0572251,1092.18
Shared + Linear + Full Unroll + Syncwarp,16777216,0.0571882,1092.88
Shared + Linear + Full Unroll + Warpshufl,16777216,0.0542009,1153.12
Linear + Warp Unroll + Warpshufl + atomicAdd,16777216,0.0568905,1098.6
Linear + CgReduce + atomicAdd,16777216,0.0574613,1087.69
Linear + CgReduce + atomicAdd + vl,16777216,0.0522476,1196.23
