Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,16777216,0.0568781,1098.84
Shared + Linear + Full Unroll + Syncwarp,16777216,0.0571621,1093.38
Shared + Linear + Full Unroll + Warpshufl,16777216,0.0542343,1152.41
Linear + Warp Unroll + Warpshufl + atomicAdd,16777216,0.0570139,1096.22
Linear + CgReduce + atomicAdd,16777216,0.0574453,1087.99
Linear + CgReduce + atomicAdd + vl,16777216,0.0527269,1185.35
