Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,16777216,0.0567751,1100.83
Shared + Linear + Full Unroll + Syncwarp,16777216,0.0571865,1092.92
Shared + Linear + Full Unroll + Warpshufl,16777216,0.0574742,1087.44
Linear + Warp Unroll + Warpshufl + atomicAdd,16777216,0.0570637,1095.27
Linear + CgReduce + atomicAdd,16777216,0.057061,1095.32
Linear + CgReduce + atomicAdd + vl,16777216,0.0519887,1202.18
