Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,33554432,0.0976863,1279.61
Shared + Linear + Full Unroll + Syncwarp,33554432,0.0988068,1265.1
Shared + Linear + Full Unroll + Warpshufl,33554432,0.0983478,1271
Linear + Warp Unroll + Warpshufl + atomicAdd,33554432,0.0982652,1272.07
Linear + CgReduce + atomicAdd,33554432,0.0982163,1272.7
Linear + CgReduce + atomicAdd + vl,33554432,0.0962161,1299.16
