Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,33554432,0.0976523,1280.05
Shared + Linear + Full Unroll + Syncwarp,33554432,0.0980634,1274.69
Shared + Linear + Full Unroll + Warpshufl,33554432,0.0987034,1266.42
Linear + Warp Unroll + Warpshufl + atomicAdd,33554432,0.0983956,1270.38
Linear + CgReduce + atomicAdd,33554432,0.0949593,1316.35
Linear + CgReduce + atomicAdd + vl,33554432,0.0965343,1294.88
