Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,33554432,0.0976885,1279.58
Shared + Linear + Full Unroll + Syncwarp,33554432,0.0983159,1271.41
Shared + Linear + Full Unroll + Warpshufl,33554432,0.0988085,1265.07
Linear + Warp Unroll + Warpshufl + atomicAdd,33554432,0.0982067,1272.83
Linear + CgReduce + atomicAdd,33554432,0.0949103,1317.03
Linear + CgReduce + atomicAdd + vl,33554432,0.0960292,1301.69
