Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,33554432,0.0981477,1273.59
Shared + Linear + Full Unroll + Syncwarp,33554432,0.0989563,1263.18
Shared + Linear + Full Unroll + Warpshufl,33554432,0.0991073,1261.26
Linear + Warp Unroll + Warpshufl + atomicAdd,33554432,0.0988014,1265.16
Linear + CgReduce + atomicAdd,33554432,0.0985752,1268.07
Linear + CgReduce + atomicAdd + vl,33554432,0.0929979,1344.12
