Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,134217728,0.302927,1650.56
Shared + Linear + Full Unroll + Syncwarp,134217728,0.303114,1649.54
Shared + Linear + Full Unroll + Warpshufl,134217728,0.303249,1648.81
Linear + Warp Unroll + Warpshufl + atomicAdd,134217728,0.303147,1649.36
Linear + CgReduce + atomicAdd,134217728,0.303551,1647.17
Linear + CgReduce + atomicAdd + vl,134217728,0.30067,1662.95
