Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,134217728,0.302642,1652.12
Shared + Linear + Full Unroll + Syncwarp,134217728,0.302287,1654.05
Shared + Linear + Full Unroll + Warpshufl,134217728,0.302803,1651.24
Linear + Warp Unroll + Warpshufl + atomicAdd,134217728,0.299758,1668.01
Linear + CgReduce + atomicAdd,134217728,0.303203,1649.06
Linear + CgReduce + atomicAdd + vl,134217728,0.300357,1664.69
