Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,134217728,0.302768,1651.43
Shared + Linear + Full Unroll + Syncwarp,134217728,0.30262,1652.24
Shared + Linear + Full Unroll + Warpshufl,134217728,0.303079,1649.74
Linear + Warp Unroll + Warpshufl + atomicAdd,134217728,0.302605,1652.32
Linear + CgReduce + atomicAdd,134217728,0.302965,1650.36
Linear + CgReduce + atomicAdd + vl,134217728,0.300496,1663.92
