Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,4194304,0.020755,752.832
Shared + Linear + Full Unroll + Syncwarp,4194304,0.0212584,735.003
Shared + Linear + Full Unroll + Warpshufl,4194304,0.0212758,734.402
Linear + Warp Unroll + Warpshufl + atomicAdd,4194304,0.0234212,667.13
Linear + CgReduce + atomicAdd,4194304,0.0234157,667.286
Linear + CgReduce + atomicAdd + vl,4194304,0.0223609,698.763
