Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,4194304,0.0208965,747.733
Shared + Linear + Full Unroll + Syncwarp,4194304,0.0210698,741.583
Shared + Linear + Full Unroll + Warpshufl,4194304,0.02142,729.457
Linear + Warp Unroll + Warpshufl + atomicAdd,4194304,0.0229569,680.623
Linear + CgReduce + atomicAdd,4194304,0.0232977,670.667
Linear + CgReduce + atomicAdd + vl,4194304,0.0193781,806.322
