Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,4194304,0.0208924,747.879
Shared + Linear + Full Unroll + Syncwarp,4194304,0.0207966,751.326
Shared + Linear + Full Unroll + Warpshufl,4194304,0.0209341,746.391
Linear + Warp Unroll + Warpshufl + atomicAdd,4194304,0.0229545,680.695
Linear + CgReduce + atomicAdd,4194304,0.023184,673.955
Linear + CgReduce + atomicAdd + vl,4194304,0.0223216,699.995
