Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,4194304,0.01788,873.88
Shared + Linear + Full Unroll + Syncwarp,4194304,0.0210358,742.783
Shared + Linear + Full Unroll + Warpshufl,4194304,0.0210355,742.791
Linear + Warp Unroll + Warpshufl + atomicAdd,4194304,0.0231231,675.731
Linear + CgReduce + atomicAdd,4194304,0.0233037,670.494
Linear + CgReduce + atomicAdd + vl,4194304,0.0226977,688.395
