Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,4194304,0.0203751,766.868
Shared + Linear + Full Unroll + Syncwarp,4194304,0.0208036,751.071
Shared + Linear + Full Unroll + Warpshufl,4194304,0.0209054,747.416
Linear + Warp Unroll + Warpshufl + atomicAdd,4194304,0.0230487,677.911
Linear + CgReduce + atomicAdd,4194304,0.0231819,674.018
Linear + CgReduce + atomicAdd + vl,4194304,0.0223019,700.612
