Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,4194304,0.0204919,762.495
Shared + Linear + Full Unroll + Syncwarp,4194304,0.0208092,750.871
Shared + Linear + Full Unroll + Warpshufl,4194304,0.0208837,748.19
Linear + Warp Unroll + Warpshufl + atomicAdd,4194304,0.0230653,677.423
Linear + CgReduce + atomicAdd,4194304,0.020095,777.559
Linear + CgReduce + atomicAdd + vl,4194304,0.0222622,701.862
