Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,67108864,0.166859,1498.27
Shared + Linear + Full Unroll + Syncwarp,67108864,0.164012,1524.28
Shared + Linear + Full Unroll + Warpshufl,67108864,0.166979,1497.19
Linear + Warp Unroll + Warpshufl + atomicAdd,67108864,0.166729,1499.44
Linear + CgReduce + atomicAdd,67108864,0.167009,1496.93
Linear + CgReduce + atomicAdd + vl,67108864,0.164402,1520.66
