Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,67108864,0.165794,1507.9
Shared + Linear + Full Unroll + Syncwarp,67108864,0.165671,1509.01
Shared + Linear + Full Unroll + Warpshufl,67108864,0.165598,1509.68
Linear + Warp Unroll + Warpshufl + atomicAdd,67108864,0.16573,1508.48
Linear + CgReduce + atomicAdd,67108864,0.165422,1511.29
Linear + CgReduce + atomicAdd + vl,67108864,0.16348,1529.24
