Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,67108864,0.166528,1501.25
Shared + Linear + Full Unroll + Syncwarp,67108864,0.166727,1499.45
Shared + Linear + Full Unroll + Warpshufl,67108864,0.166871,1498.16
Linear + Warp Unroll + Warpshufl + atomicAdd,67108864,0.167042,1496.63
Linear + CgReduce + atomicAdd,67108864,0.166739,1499.35
Linear + CgReduce + atomicAdd + vl,67108864,0.16471,1517.82
