Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,67108864,0.167609,1491.57
Shared + Linear + Full Unroll + Syncwarp,67108864,0.167217,1495.07
Shared + Linear + Full Unroll + Warpshufl,67108864,0.167056,1496.51
Linear + Warp Unroll + Warpshufl + atomicAdd,67108864,0.16739,1493.52
Linear + CgReduce + atomicAdd,67108864,0.16709,1496.2
Linear + CgReduce + atomicAdd + vl,67108864,0.165026,1514.91
