Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,1048576,0.020951,186.447
Shared + Linear + Full Unroll + Syncwarp,1048576,0.0212724,183.63
Shared + Linear + Full Unroll + Warpshufl,1048576,0.0188427,207.308
Linear + Warp Unroll + Warpshufl + atomicAdd,1048576,0.0225795,173
Linear + CgReduce + atomicAdd,1048576,0.0224496,174.001
Linear + CgReduce + atomicAdd + vl,1048576,0.0207471,188.28
