Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,1048576,0.0208848,187.038
Shared + Linear + Full Unroll + Syncwarp,1048576,0.0214019,182.519
Shared + Linear + Full Unroll + Warpshufl,1048576,0.0218983,178.381
Linear + Warp Unroll + Warpshufl + atomicAdd,1048576,0.0222894,175.252
Linear + CgReduce + atomicAdd,1048576,0.0226386,172.548
Linear + CgReduce + atomicAdd + vl,1048576,0.0206776,188.913
