Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,1048576,0.0209545,186.415
Shared + Linear + Full Unroll + Syncwarp,1048576,0.0213082,183.321
Shared + Linear + Full Unroll + Warpshufl,1048576,0.0218409,178.851
Linear + Warp Unroll + Warpshufl + atomicAdd,1048576,0.0227326,171.835
Linear + CgReduce + atomicAdd,1048576,0.0224911,173.68
Linear + CgReduce + atomicAdd + vl,1048576,0.0207546,188.211
