Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,1048576,0.0183144,213.289
Shared + Linear + Full Unroll + Syncwarp,1048576,0.0214838,181.823
Shared + Linear + Full Unroll + Warpshufl,1048576,0.0217017,179.998
Linear + Warp Unroll + Warpshufl + atomicAdd,1048576,0.022432,174.137
Linear + CgReduce + atomicAdd,1048576,0.0224934,173.662
Linear + CgReduce + atomicAdd + vl,1048576,0.0206766,188.922
