Reduction Type,Array Size,Average Runtime (ms),Achieved Bandwidth (GB/s)
Shared + Linear + Full Unroll,1048576,0.0210206,185.83
Shared + Linear + Full Unroll + Syncwarp,1048576,0.0213419,183.032
Shared + Linear + Full Unroll + Warpshufl,1048576,0.0217992,179.192
Linear + Warp Unroll + Warpshufl + atomicAdd,1048576,0.0195,200.32
Linear + CgReduce + atomicAdd,1048576,0.0227563,171.655
Linear + CgReduce + atomicAdd + vl,1048576,0.0208946,186.95
